
id,bookingTime,checkIn,checkOut,currency,totalPrice,status
102407,2017-07-11 22:02:01,2017-08-27,2017-08-30,TRY,648.00,CONFIRMED
102408,2017-07-11 23:25:57,2017-07-11,2017-07-12,EUR,150.00,CONFIRMED
102414,2017-07-12 02:28:03,2017-09-22,2017-09-25,EUR,612.00,CANCELLED
102420,2017-07-12 08:27:26,2017-07-26,2017-07-29,TRY,1166.25,UPDATED
102426,2017-07-12 12:35:24,2017-08-11,2017-08-13,TRY,592.00,CONFIRMED
102432,2017-07-12 19:33:32,2017-07-15,2017-07-17,TRY,592.00,CONFIRMED
102433,2017-07-12 21:51:48,2017-09-08,2017-09-10,TRY,1560.00,CONFIRMED
102438,2017-07-13 00:18:42,2017-08-26,2017-08-29,TRY,648.00,CONFIRMED
102445,2017-07-13 08:56:07,2017-07-14,2017-07-16,EUR,578.00,CONFIRMED
102451,2017-07-13 15:56:39,2017-09-09,2017-09-11,TRY,1560.00,UPDATED
102452,2017-07-13 16:09:07,2017-09-11,2017-09-14,EUR,360.00,UPDATED
102457,2017-07-13 18:13:27,2017-09-09,2017-09-10,EUR,120.00,CONFIRMED
102459,2017-07-13 23:18:17,2017-07-14,2017-07-16,EUR,1394.00,CONFIRMED
102475,2017-07-14 17:48:29,2017-07-20,2017-07-26,TRY,1728.00,CONFIRMED
102481,2017-07-14 18:15:25,2017-07-19,2017-07-22,TRY,648.00,CONFIRMED
102482,2017-07-14 19:23:55,2017-07-23,2017-07-30,TRY,2016.00,CONFIRMED
102483,2017-07-14 19:24:53,2017-07-28,2017-08-01,TRY,2304.00,CONFIRMED
102484,2017-07-14 19:59:28,2017-07-23,2017-07-29,TRY,1728.00,CONFIRMED
102485,2017-07-14 20:37:14,2017-08-04,2017-08-09,TRY,1440.00,CONFIRMED
102486,2017-07-14 20:51:29,2017-08-16,2017-08-26,TRY,4320.00,CONFIRMED
102487,2017-07-14 20:56:24,2017-08-26,2017-08-30,TRY,2304.00,CONFIRMED
102488,2017-07-14 22:54:30,2017-08-17,2017-08-24,TRY,2016.00,CONFIRMED
102504,2017-07-15 12:29:35,2017-07-31,2017-08-05,TRY,1440.00,CONFIRMED
102505,2017-07-15 16:38:26,2017-07-23,2017-07-30,TRY,2016.00,CONFIRMED
102506,2017-07-15 16:58:06,2017-09-16,2017-09-18,TRY,1560.00,CONFIRMED
102512,2017-07-15 18:45:24,2017-08-24,2017-08-27,TRY,888.00,CONFIRMED
102513,2017-07-15 18:51:38,2017-07-30,2017-08-06,TRY,2040.50,CONFIRMED
102514,2017-07-15 21:34:21,2017-08-06,2017-08-08,EUR,190.00,CONFIRMED
102515,2017-07-15 21:55:47,2017-08-05,2017-08-10,TRY,2160.00,CONFIRMED
102516,2017-07-15 21:57:59,2017-07-16,2017-07-17,TRY,784.00,CANCELLED
102517,2017-07-15 22:09:51,2017-08-14,2017-08-17,TRY,888.00,CONFIRMED
102518,2017-07-15 23:26:10,2017-07-27,2017-08-02,TRY,1728.00,CONFIRMED
102534,2017-07-16 14:02:23,2017-08-02,2017-08-07,EUR,220.00,CONFIRMED
102535,2017-07-16 15:21:06,2017-08-14,2017-08-19,TRY,1440.00,CONFIRMED
102536,2017-07-16 15:24:16,2017-08-14,2017-08-19,TRY,1080.00,CONFIRMED
102537,2017-07-16 15:51:13,2017-07-17,2017-07-18,TRY,592.00,CONFIRMED
102543,2017-07-16 22:11:46,2017-08-01,2017-08-08,TRY,4032.00,CONFIRMED
102554,2017-07-17 09:10:52,2017-08-12,2017-08-17,TRY,810.00,CONFIRMED
102559,2017-07-17 12:09:40,2017-07-21,2017-07-23,TRY,1184.00,CONFIRMED
102561,2017-07-17 12:59:55,2017-08-05,2017-08-11,TRY,1728.00,CONFIRMED
102562,2017-07-17 13:15:26,2017-08-05,2017-08-11,TRY,1728.00,CONFIRMED
102563,2017-07-17 13:47:41,2017-08-19,2017-08-26,TRY,0.00,CANCELLED
102564,2017-07-17 14:08:06,2017-08-03,2017-08-06,TRY,888.00,CONFIRMED
102565,2017-07-17 14:09:55,2017-08-03,2017-08-06,TRY,888.00,CONFIRMED
102566,2017-07-17 15:40:21,2017-07-27,2017-07-30,TRY,864.00,CONFIRMED
102567,2017-07-17 15:58:00,2017-07-17,2017-07-18,EUR,49.00,CONFIRMED
102568,2017-07-17 16:14:45,2017-09-12,2017-09-19,TRY,576.00,CANCELLED
102569,2017-07-17 17:27:22,2017-07-18,2017-07-19,TRY,288.00,CONFIRMED
102570,2017-07-17 17:40:25,2017-08-14,2017-08-19,TRY,2160.00,CONFIRMED
102576,2017-07-17 19:22:49,2017-07-28,2017-07-30,TRY,0.00,CANCELLED
102577,2017-07-17 20:08:13,2017-07-29,2017-08-02,TRY,1152.00,CONFIRMED
102578,2017-07-17 20:16:39,2017-09-04,2017-09-09,TRY,1440.00,CONFIRMED
102579,2017-07-17 22:54:29,2017-07-20,2017-07-21,EUR,90.00,CONFIRMED
102585,2017-07-18 00:30:26,2017-07-30,2017-08-05,TRY,1749.00,CONFIRMED
102591,2017-07-18 10:48:23,2017-07-24,2017-07-29,TRY,2880.00,CONFIRMED
102592,2017-07-18 10:54:24,2017-07-19,2017-07-21,TRY,592.00,CONFIRMED
102598,2017-07-18 12:18:40,2017-07-18,2017-07-19,TRY,592.00,CONFIRMED
102599,2017-07-18 12:21:25,2017-07-23,2017-07-26,TRY,5306.40,CONFIRMED
102601,2017-07-18 18:01:53,2017-08-26,2017-08-30,TRY,1152.00,CONFIRMED
102606,2017-07-18 21:32:37,2017-08-05,2017-08-13,TRY,1728.00,CONFIRMED
102607,2017-07-18 23:12:48,2017-08-05,2017-08-07,EUR,342.00,CONFIRMED
102608,2017-07-18 23:14:30,2017-07-18,2017-07-19,TRY,216.00,CONFIRMED
102614,2017-07-19 00:30:45,2017-07-22,2017-07-23,EUR,81.90,CONFIRMED
102620,2017-07-19 09:39:41,2017-07-20,2017-07-25,TRY,6655.50,CONFIRMED
102621,2017-07-19 11:10:35,2017-09-16,2017-09-21,TRY,1440.00,CONFIRMED
102627,2017-07-19 14:44:27,2017-08-26,2017-08-29,TRY,864.00,CONFIRMED
102628,2017-07-19 15:25:18,2017-07-20,2017-07-22,EUR,200.00,CONFIRMED
102629,2017-07-19 16:11:40,2017-08-26,2017-08-29,TRY,1166.25,CONFIRMED
102630,2017-07-19 16:14:52,2017-08-06,2017-08-12,TRY,1728.00,CONFIRMED
102631,2017-07-19 16:45:43,2017-08-22,2017-08-27,TRY,1440.00,CONFIRMED
102632,2017-07-19 16:59:53,2017-08-22,2017-08-27,TRY,1080.00,CONFIRMED
102638,2017-07-19 19:13:21,2017-08-20,2017-08-26,TRY,1728.00,CONFIRMED
102639,2017-07-19 22:36:53,2017-08-15,2017-08-20,TRY,1440.00,CONFIRMED
102640,2017-07-19 23:14:47,2017-08-13,2017-08-19,TRY,3456.00,CONFIRMED
102651,2017-07-20 08:40:53,2017-07-20,2017-07-21,EUR,91.00,CANCELLED
102652,2017-07-20 09:48:55,2017-07-31,2017-08-05,TRY,1440.00,CONFIRMED
102653,2017-07-20 10:26:08,2017-08-06,2017-08-12,TRY,1728.00,CONFIRMED
102654,2017-07-20 11:14:13,2017-07-20,2017-07-21,EUR,44.00,CONFIRMED
102655,2017-07-20 11:49:31,2017-08-03,2017-08-06,TRY,888.00,CONFIRMED
102656,2017-07-20 11:57:44,2017-08-23,2017-08-26,TRY,864.00,UPDATED
102662,2017-07-20 12:47:15,2017-07-20,2017-07-21,TRY,288.00,CONFIRMED
102663,2017-07-20 13:27:59,2017-08-20,2017-08-24,TRY,1152.00,CONFIRMED
102664,2017-07-20 13:30:55,2017-08-20,2017-08-24,TRY,1152.00,CONFIRMED
102665,2017-07-20 13:40:20,2017-08-20,2017-08-24,TRY,1152.00,CONFIRMED
102666,2017-07-20 13:54:19,2017-08-12,2017-08-16,TRY,1152.00,CONFIRMED
102667,2017-07-20 14:11:48,2017-08-12,2017-08-19,TRY,3024.00,CONFIRMED
102668,2017-07-20 14:13:30,2017-08-03,2017-08-06,TRY,888.00,CONFIRMED
102669,2017-07-20 14:35:00,2017-07-31,2017-08-03,TRY,648.00,CONFIRMED
102670,2017-07-20 15:09:29,2017-07-21,2017-07-22,TRY,288.00,CONFIRMED
102671,2017-07-20 16:40:59,2017-09-18,2017-09-22,TRY,1152.00,CONFIRMED
102672,2017-07-20 17:01:29,2017-07-31,2017-08-03,TRY,486.00,CONFIRMED
102673,2017-07-20 17:07:45,2017-09-06,2017-09-11,TRY,1440.00,CONFIRMED
102674,2017-07-20 17:13:59,2017-07-20,2017-07-21,EUR,44.00,CONFIRMED
102675,2017-07-20 17:31:35,2017-09-16,2017-09-18,TRY,324.00,CANCELLED
102691,2017-07-21 09:27:38,2017-08-11,2017-08-13,TRY,1331.20,CONFIRMED
102692,2017-07-21 09:27:43,2017-08-05,2017-08-12,TRY,2016.00,CONFIRMED
102693,2017-07-21 09:35:52,2017-08-05,2017-08-12,TRY,2016.00,CONFIRMED
102694,2017-07-21 09:51:44,2017-07-21,2017-07-22,EUR,44.00,CONFIRMED
102700,2017-07-21 14:08:57,2017-07-22,2017-07-23,TRY,296.00,CONFIRMED
102701,2017-07-21 14:29:51,2017-08-21,2017-08-25,TRY,1152.00,CONFIRMED
102702,2017-07-21 15:17:59,2017-08-11,2017-08-16,TRY,1440.00,CONFIRMED
102703,2017-07-21 15:21:19,2017-08-20,2017-08-24,TRY,1152.00,CONFIRMED
102704,2017-07-21 15:57:38,2017-10-21,2017-10-22,EUR,120.00,CONFIRMED
102705,2017-07-21 16:59:20,2017-08-01,2017-08-08,TRY,2016.00,CONFIRMED
102711,2017-07-21 20:33:11,2017-08-07,2017-08-12,TRY,1440.00,CONFIRMED
102712,2017-07-21 22:50:51,2017-09-09,2017-09-16,TRY,2016.00,CONFIRMED
102713,2017-07-21 22:57:53,2017-09-09,2017-09-13,TRY,864.00,CONFIRMED
102724,2017-07-22 09:35:16,2017-09-09,2017-09-16,TRY,2016.00,CONFIRMED
102725,2017-07-22 11:07:09,2017-07-31,2017-08-04,TRY,2304.00,CONFIRMED
102731,2017-07-22 15:45:35,2017-08-09,2017-08-13,EUR,796.00,CONFIRMED
102732,2017-07-22 16:05:47,2017-08-12,2017-08-15,TRY,864.00,CONFIRMED
102733,2017-07-22 16:14:06,2017-08-12,2017-08-15,TRY,864.00,CONFIRMED
102739,2017-07-22 18:33:29,2017-08-14,2017-08-19,TRY,2160.00,CONFIRMED
102740,2017-07-22 19:59:05,2017-08-19,2017-08-23,TRY,1152.00,CONFIRMED
102741,2017-07-22 20:00:32,2017-09-14,2017-09-18,TRY,1555.00,CONFIRMED
102742,2017-07-22 21:11:39,2017-08-07,2017-08-12,TRY,1440.00,CONFIRMED
102743,2017-07-22 21:14:43,2017-08-07,2017-08-12,TRY,1440.00,CONFIRMED
102744,2017-07-22 22:16:38,2017-08-06,2017-08-11,TRY,1440.00,CONFIRMED
102745,2017-07-23 00:45:25,2017-07-31,2017-08-05,TRY,1440.00,CONFIRMED
102750,2017-07-23 12:04:21,2017-07-23,2017-07-29,TRY,1776.00,CONFIRMED
102756,2017-07-23 19:07:07,2017-09-09,2017-09-14,TRY,1440.00,CONFIRMED
102757,2017-07-23 19:11:52,2017-09-09,2017-09-16,TRY,2016.00,CONFIRMED
102758,2017-07-23 19:19:56,2017-09-10,2017-09-13,TRY,864.00,CONFIRMED
102759,2017-07-23 19:22:16,2017-09-09,2017-09-13,TRY,864.00,CONFIRMED
102760,2017-07-23 19:55:45,2017-09-10,2017-09-14,TRY,864.00,CONFIRMED
102761,2017-07-23 21:09:18,2017-08-27,2017-08-30,TRY,864.00,CONFIRMED
102762,2017-07-23 21:58:03,2017-08-07,2017-08-12,TRY,1440.00,CONFIRMED
102763,2017-07-23 22:27:26,2017-08-14,2017-08-19,TRY,1080.00,CONFIRMED
102774,2017-07-24 09:46:26,2017-08-20,2017-08-26,TRY,1749.00,CONFIRMED
102780,2017-07-24 12:31:34,2017-08-11,2017-08-13,TRY,592.00,CONFIRMED
102781,2017-07-24 12:46:03,2017-08-11,2017-08-13,TRY,592.00,CONFIRMED
102782,2017-07-24 12:49:27,2017-08-11,2017-08-13,TRY,592.00,CONFIRMED
102787,2017-07-24 13:13:05,2017-08-11,2017-08-13,TRY,592.00,CONFIRMED
102789,2017-07-24 15:32:53,2017-07-25,2017-07-26,EUR,120.00,CONFIRMED
102795,2017-07-24 22:19:27,2017-07-24,2017-07-25,EUR,140.00,CONFIRMED
102796,2017-07-24 23:20:30,2017-08-01,2017-08-03,EUR,324.00,CONFIRMED
102812,2017-07-25 13:52:28,2017-08-13,2017-08-18,TRY,1440.00,CONFIRMED
102813,2017-07-25 14:36:13,2017-09-15,2017-09-17,TRY,1560.00,CONFIRMED
102814,2017-07-25 14:37:00,2017-08-14,2017-08-19,TRY,1440.00,CONFIRMED
102815,2017-07-25 15:08:15,2017-08-20,2017-08-27,TRY,2016.00,UPDATED
102816,2017-07-25 15:47:05,2017-09-09,2017-09-14,TRY,1440.00,UPDATED
102817,2017-07-25 15:59:28,2017-07-29,2017-08-03,TRY,1080.00,UPDATED
102818,2017-07-25 16:23:09,2017-08-27,2017-08-30,TRY,0.00,CANCELLED
102819,2017-07-25 17:30:55,2017-08-07,2017-08-12,TRY,2880.00,CONFIRMED
102829,2017-07-26 00:14:15,2017-08-19,2017-08-25,TRY,1296.00,UPDATED
102831,2017-07-26 00:15:17,2017-08-23,2017-08-26,TRY,648.00,UPDATED
102837,2017-07-26 11:53:09,2017-07-29,2017-07-30,EUR,120.00,CONFIRMED
102838,2017-07-26 11:56:55,2017-08-06,2017-08-10,TRY,1555.00,UPDATED
102844,2017-07-26 13:33:08,2017-08-03,2017-08-06,TRY,648.00,UPDATED
102845,2017-07-26 13:45:42,2017-08-16,2017-08-23,TRY,4032.00,CONFIRMED
102846,2017-07-26 14:22:05,2017-07-27,2017-07-28,TRY,216.00,UPDATED
102847,2017-07-26 15:28:51,2017-07-30,2017-08-04,TRY,1943.75,UPDATED
102848,2017-07-26 15:38:35,2017-07-30,2017-08-04,TRY,2880.00,CONFIRMED
102849,2017-07-26 16:08:13,2017-08-06,2017-08-10,TRY,1152.00,UPDATED
102850,2017-07-26 16:33:10,2017-07-27,2017-07-28,EUR,150.00,CONFIRMED
102855,2017-07-26 18:08:41,2017-07-27,2017-07-28,TRY,531.00,CANCELLED
102857,2017-07-26 21:48:40,2017-09-08,2017-09-16,TRY,2304.00,CONFIRMED
102858,2017-07-26 22:17:26,2017-08-20,2017-08-26,TRY,2332.50,CONFIRMED
102869,2017-07-27 08:47:18,2017-08-06,2017-08-11,TRY,1480.00,CONFIRMED
102870,2017-07-27 09:28:05,2017-07-28,2017-07-30,TRY,592.00,CONFIRMED
102871,2017-07-27 09:56:06,2017-09-06,2017-09-11,TRY,1440.00,CONFIRMED
102872,2017-07-27 11:07:20,2017-07-29,2017-08-02,TRY,2368.00,CONFIRMED
102876,2017-07-27 12:29:09,2017-08-20,2017-08-24,TRY,2368.00,CONFIRMED
102882,2017-07-27 14:45:38,2017-08-13,2017-08-18,TRY,1080.00,CONFIRMED
102888,2017-07-27 18:34:47,2017-08-16,2017-08-18,TRY,576.00,CONFIRMED
102899,2017-07-28 09:20:55,2017-07-28,2017-07-29,TRY,288.00,CONFIRMED
102905,2017-07-28 12:56:51,2017-09-02,2017-09-04,EUR,940.00,CONFIRMED
102906,2017-07-28 13:03:34,2017-08-11,2017-08-15,TRY,0.00,CANCELLED
102907,2017-07-28 14:43:57,2017-08-19,2017-08-21,TRY,576.00,CONFIRMED
102908,2017-07-28 15:36:34,2017-08-25,2017-08-26,TRY,288.00,CONFIRMED
102909,2017-07-28 16:08:38,2017-08-11,2017-08-15,TRY,1152.00,CONFIRMED
102910,2017-07-28 16:28:42,2017-08-11,2017-08-15,TRY,2304.00,CONFIRMED
102911,2017-07-28 16:30:00,2017-08-10,2017-08-16,TRY,1776.00,CONFIRMED
102913,2017-07-28 18:01:16,2017-08-08,2017-08-11,TRY,648.00,CONFIRMED
102918,2017-07-28 21:49:53,2017-08-03,2017-08-06,TRY,1166.25,CONFIRMED
102929,2017-07-29 10:55:35,2017-08-18,2017-08-19,TRY,216.00,CONFIRMED
102935,2017-07-29 15:30:12,2017-08-08,2017-08-11,TRY,648.00,CONFIRMED
102941,2017-07-29 18:42:25,2017-08-31,2017-09-02,TRY,3537.60,CONFIRMED
102957,2017-07-30 12:16:34,2017-08-01,2017-08-05,TRY,864.00,CONFIRMED
102958,2017-07-30 12:19:25,2017-08-01,2017-08-05,TRY,1080.00,CONFIRMED
102959,2017-07-30 12:48:04,2017-08-02,2017-08-03,TRY,216.00,CONFIRMED
102960,2017-07-30 17:19:25,2017-08-17,2017-08-20,TRY,888.00,CONFIRMED
102966,2017-07-30 22:49:48,2017-08-12,2017-08-15,TRY,888.00,CONFIRMED
102977,2017-07-31 09:03:36,2017-08-09,2017-08-13,TRY,864.00,CONFIRMED
102983,2017-07-31 12:56:56,2017-07-31,2017-08-01,EUR,44.00,CANCELLED
102984,2017-07-31 13:05:49,2017-08-01,2017-08-02,EUR,44.00,CONFIRMED
102985,2017-07-31 13:15:43,2017-08-18,2017-08-21,TRY,6633.00,CONFIRMED
102986,2017-07-31 14:21:45,2017-08-19,2017-08-20,TRY,216.00,CONFIRMED
102987,2017-07-31 15:01:29,2017-08-26,2017-08-30,TRY,2368.00,CONFIRMED
102988,2017-07-31 15:34:37,2017-08-13,2017-08-18,TRY,2880.00,CONFIRMED
102989,2017-07-31 15:38:16,2017-08-26,2017-08-28,TRY,592.00,CONFIRMED
102990,2017-07-31 16:05:46,2017-08-13,2017-08-18,TRY,1943.75,CONFIRMED
102991,2017-07-31 16:07:38,2017-08-13,2017-08-18,TRY,1440.00,CONFIRMED
102992,2017-07-31 16:14:31,2017-08-03,2017-08-08,TRY,1080.00,CONFIRMED
102993,2017-07-31 16:34:37,2017-08-19,2017-08-20,TRY,216.00,CONFIRMED
102999,2017-07-31 18:33:51,2017-08-05,2017-08-06,TRY,509.60,CONFIRMED
